occ,naq,bre,hdf,pll,nor,pac,cor
0.461,0.145,0.682,0.867,0.839,0.754,0.018,0.322
0.349,0.187,0.611,0.873,0.832,0.721,0.012,0.417
0.237,0.198,0.538,0.858,0.845,0.684,0.046,0.47
0.16,0.199,0.504,0.808,0.881,0.689,0.099,0.491
0.088,0.167,0.473,0.778,0.921,0.704,0.175,0.473
0.039,0.134,0.464,0.736,0.952,0.714,0.282,0.435
0.017,0.117,0.456,0.72,0.966,0.711,0.422,0.406
0.005,0.117,0.447,0.732,0.968,0.714,0.549,0.394
0.01,0.121,0.439,0.733,0.957,0.716,0.61,0.371
0.022,0.123,0.422,0.716,0.93,0.721,0.617,0.319
0.053,0.129,0.428,0.665,0.878,0.727,0.639,0.309
0.105,0.147,0.441,0.64,0.797,0.727,0.686,0.255
0.173,0.171,0.438,0.637,0.689,0.729,0.699,0.19
0.222,0.199,0.421,0.621,0.542,0.728,0.679,0.151
0.241,0.23,0.4,0.616,0.436,0.716,0.654,0.137
0.239,0.255,0.364,0.607,0.466,0.66,0.596,0.124
0.263,0.255,0.319,0.603,0.541,0.572,0.587,0.117
0.304,0.245,0.34,0.602,0.648,0.612,0.583,0.093
0.361,0.253,0.358,0.643,0.718,0.719,0.526,0.056
0.434,0.277,0.378,0.66,0.734,0.71,0.488,0.03
0.532,0.312,0.4,0.676,0.679,0.661,0.444,0.026
0.639,0.35,0.413,0.702,0.554,0.593,0.369,0.038
0.743,0.376,0.429,0.718,0.395,0.529,0.274,0.068
0.829,0.385,0.45,0.733,0.253,0.488,0.192,0.112
0.872,0.367,0.471,0.74,0.163,0.461,0.147,0.158
0.882,0.319,0.476,0.728,0.092,0.434,0.127,0.197
0.879,0.254,0.442,0.723,0.021,0.449,0.122,0.241
0.861,0.203,0.415,0.74,0.031,0.484,0.128,0.283
0.836,0.166,0.429,0.756,0.064,0.5,0.115,0.306
0.841,0.129,0.428,0.76,0.064,0.487,0.102,0.312
0.849,0.114,0.422,0.769,0.057,0.48,0.105,0.307
0.863,0.11,0.454,0.771,0.06,0.482,0.08,0.298
0.873,0.107,0.473,0.751,0.064,0.482,0.045,0.299
0.892,0.106,0.487,0.749,0.052,0.473,0.024,0.29
0.902,0.107,0.519,0.768,0.04,0.457,0.028,0.293
0.88,0.113,0.542,0.812,0.037,0.442,0.048,0.324
0.808,0.132,0.561,0.833,0.03,0.422,0.07,0.336
0.689,0.158,0.591,0.832,0.034,0.412,0.085,0.229
0.495,0.182,0.645,0.858,0.069,0.413,0.082,0.17
0.318,0.196,0.676,0.89,0.126,0.377,0.064,0.161
0.229,0.207,0.753,0.892,0.172,0.355,0.035,0.135
0.204,0.25,0.82,0.914,0.197,0.468,0.016,0.12
0.121,0.334,0.861,0.93,0.24,0.572,0.007,0.091
0.056,0.434,0.875,0.94,0.316,0.589,0.003,0.063
0.018,0.508,0.883,0.954,0.392,0.571,0.009,0.054
0.021,0.584,0.891,0.962,0.423,0.551,0.027,0.062
0.042,0.68,0.885,0.964,0.385,0.553,0.066,0.072
0.063,0.75,0.868,0.965,0.316,0.554,0.127,0.082
0.09,0.809,0.858,0.962,0.291,0.55,0.168,0.086
0.117,0.844,0.851,0.959,0.288,0.567,0.215,0.094
0.133,0.833,0.858,0.958,0.251,0.653,0.274,0.109
0.138,0.867,0.861,0.958,0.219,0.752,0.34,0.122
0.112,0.901,0.862,0.954,0.197,0.768,0.429,0.152
0.068,0.917,0.877,0.955,0.154,0.725,0.605,0.245
0.04,0.937,0.891,0.962,0.15,0.64,0.789,0.375
0.047,0.946,0.906,0.968,0.244,0.588,0.876,0.488
0.058,0.949,0.924,0.975,0.402,0.538,0.887,0.607
0.067,0.945,0.935,0.978,0.58,0.433,0.885,0.714
0.076,0.957,0.943,0.982,0.683,0.31,0.899,0.784
0.081,0.971,0.954,0.987,0.725,0.191,0.895,0.825
0.094,0.981,0.963,0.99,0.76,0.108,0.86,0.893
0.129,0.988,0.978,0.99,0.747,0.057,0.804,0.93
0.173,0.991,0.978,0.986,0.704,0.022,0.72,0.936
0.201,0.987,0.952,0.971,0.648,0.01,0.632,0.934
0.241,0.985,0.905,0.964,0.587,0.012,0.647,0.933
0.311,0.986,0.871,0.972,0.607,0.031,0.714,0.924
0.339,0.989,0.881,0.984,0.635,0.041,0.789,0.918
0.312,0.99,0.902,0.989,0.663,0.047,0.798,0.918
0.274,0.989,0.907,0.99,0.687,0.056,0.808,0.918
0.262,0.99,0.91,0.991,0.683,0.071,0.815,0.915
0.293,0.99,0.902,0.991,0.663,0.085,0.815,0.913
0.352,0.991,0.893,0.99,0.631,0.09,0.825,0.909
0.436,0.99,0.889,0.99,0.578,0.092,0.823,0.893
0.498,0.981,0.871,0.988,0.486,0.088,0.804,0.845
0.52,0.966,0.828,0.984,0.337,0.082,0.769,0.785
0.553,0.927,0.759,0.978,0.191,0.071,0.778,0.772
0.587,0.883,0.674,0.966,0.099,0.053,0.791,0.773
0.591,0.86,0.565,0.932,0.069,0.038,0.823,0.791
0.572,0.869,0.435,0.843,0.105,0.027,0.856,0.823
0.515,0.899,0.319,0.732,0.187,0.019,0.845,0.846
0.43,0.946,0.247,0.616,0.306,0.027,0.844,0.852
0.347,0.97,0.165,0.544,0.411,0.045,0.837,0.867
0.257,0.98,0.09,0.473,0.488,0.063,0.815,0.871
0.184,0.979,0.09,0.399,0.534,0.083,0.787,0.859
0.136,0.979,0.168,0.268,0.545,0.114,0.74,0.837
0.106,0.983,0.233,0.178,0.538,0.153,0.679,0.812
0.09,0.984,0.315,0.101,0.523,0.178,0.611,0.782
0.064,0.988,0.377,0.073,0.482,0.16,0.495,0.743
0.032,0.991,0.436,0.069,0.41,0.128,0.453,0.726
0.024,0.99,0.464,0.05,0.392,0.131,0.425,0.733
0.015,0.988,0.477,0.03,0.424,0.125,0.388,0.748
0.006,0.98,0.476,0.011,0.429,0.115,0.425,0.772
0.003,0.961,0.488,0.025,0.439,0.1,0.502,0.795
0.009,0.934,0.688,0.062,0.407,0.084,0.569,0.822
0.013,0.921,0.824,0.123,0.316,0.062,0.566,0.841
0.024,0.937,0.815,0.211,0.27,0.037,0.444,0.849
0.048,0.962,0.753,0.299,0.311,0.027,0.312,0.851
0.092,0.977,0.687,0.374,0.323,0.049,0.237,0.84
0.136,0.99,0.596,0.448,0.318,0.09,0.188,0.823
0.236,0.982,0.571,0.516,0.285,0.127,0.207,0.813
0.364,0.931,0.596,0.562,0.214,0.144,0.476,0.801
0.455,0.829,0.6,0.583,0.144,0.163,0.775,0.792
0.509,0.714,0.616,0.586,0.109,0.17,0.878,0.785
0.518,0.59,0.639,0.563,0.091,0.164,0.921,0.79
0.5,0.449,0.625,0.504,0.071,0.159,0.962,0.783
0.48,0.337,0.607,0.457,0.055,0.151,0.977,0.781
0.466,0.285,0.589,0.434,0.047,0.143,0.976,0.764
0.454,0.266,0.558,0.439,0.049,0.138,0.97,0.744
0.417,0.288,0.513,0.445,0.055,0.149,0.962,0.726
0.391,0.319,0.476,0.444,0.07,0.165,0.959,0.714
0.388,0.331,0.454,0.449,0.098,0.163,0.953,0.766
0.337,0.308,0.401,0.419,0.136,0.13,0.962,0.796
0.258,0.273,0.311,0.377,0.142,0.093,0.964,0.856
0.21,0.258,0.262,0.357,0.136,0.077,0.96,0.887
0.161,0.215,0.187,0.358,0.124,0.075,0.961,0.908
0.118,0.175,0.138,0.382,0.1,0.09,0.964,0.931
0.111,0.171,0.103,0.403,0.056,0.113,0.963,0.938
0.126,0.166,0.084,0.419,0.02,0.14,0.959,0.945
0.14,0.151,0.075,0.407,0.006,0.165,0.957,0.956
0.152,0.131,0.075,0.374,0.01,0.184,0.957,0.966
0.167,0.116,0.077,0.333,0.041,0.204,0.956,0.977
0.157,0.098,0.076,0.275,0.091,0.247,0.952,0.984
0.178,0.081,0.069,0.229,0.15,0.315,0.936,0.988
0.261,0.071,0.072,0.226,0.235,0.396,0.92,0.989
0.342,0.056,0.061,0.186,0.327,0.457,0.91,0.99
0.401,0.048,0.038,0.133,0.392,0.473,0.906,0.989
0.449,0.057,0.028,0.085,0.4,0.47,0.917,0.987
0.476,0.081,0.042,0.041,0.385,0.474,0.932,0.978
0.488,0.125,0.08,0.024,0.369,0.482,0.933,0.954
0.505,0.197,0.126,0.028,0.344,0.52,0.911,0.886
0.537,0.301,0.184,0.033,0.315,0.563,0.889,0.727
0.593,0.431,0.265,0.033,0.287,0.574,0.856,0.47
0.642,0.544,0.345,0.029,0.27,0.586,0.818,0.251
0.676,0.622,0.397,0.02,0.276,0.614,0.774,0.173
0.686,0.668,0.418,0.011,0.304,0.656,0.73,0.138
0.709,0.652,0.381,0.009,0.364,0.707,0.663,0.103
0.804,0.614,0.317,0.015,0.413,0.742,0.568,0.08
0.809,0.716,0.395,0.028,0.405,0.765,0.479,0.05
0.77,0.777,0.547,0.041,0.344,0.774,0.364,0.03
0.708,0.766,0.574,0.051,0.259,0.785,0.229,0.029
0.658,0.746,0.563,0.059,0.233,0.791,0.134,0.033
0.673,0.723,0.538,0.061,0.268,0.804,0.101,0.069
0.722,0.719,0.516,0.062,0.328,0.828,0.127,0.132
0.758,0.735,0.519,0.06,0.403,0.852,0.18,0.198
0.768,0.74,0.535,0.051,0.476,0.864,0.221,0.221
0.744,0.729,0.541,0.034,0.51,0.864,0.237,0.19
0.751,0.76,0.547,0.022,0.516,0.848,0.247,0.136
0.758,0.838,0.615,0.043,0.539,0.837,0.246,0.08
0.76,0.879,0.697,0.113,0.558,0.816,0.233,0.031
0.773,0.88,0.71,0.215,0.544,0.796,0.234,0.01
0.787,0.883,0.716,0.302,0.566,0.789,0.243,0.009
0.794,0.892,0.727,0.35,0.574,0.784,0.29,0.03
0.82,0.889,0.735,0.367,0.566,0.781,0.395,0.057
0.845,0.877,0.728,0.364,0.543,0.774,0.501,0.087
0.869,0.894,0.733,0.354,0.513,0.758,0.578,0.13
0.882,0.912,0.76,0.354,0.488,0.737,0.627,0.198
0.9,0.918,0.769,0.37,0.459,0.712,0.67,0.281
0.904,0.892,0.773,0.388,0.441,0.683,0.7,0.34
0.909,0.892,0.792,0.42,0.439,0.658,0.7,0.349
0.931,0.88,0.76,0.448,0.423,0.618,0.711,0.29
0.959,0.898,0.747,0.456,0.414,0.596,0.752,0.308
0.974,0.902,0.778,0.536,0.388,0.61,0.796,0.304
0.977,0.901,0.773,0.621,0.388,0.584,0.825,0.257
0.974,0.892,0.719,0.676,0.324,0.527,0.844,0.187
0.97,0.892,0.632,0.71,0.257,0.497,0.859,0.129
0.967,0.882,0.557,0.729,0.232,0.503,0.869,0.099
0.963,0.852,0.473,0.719,0.251,0.536,0.873,0.094
0.954,0.798,0.375,0.694,0.288,0.58,0.871,0.127
0.935,0.724,0.307,0.647,0.333,0.628,0.859,0.166
0.925,0.689,0.266,0.612,0.372,0.66,0.841,0.209
0.919,0.773,0.226,0.641,0.417,0.663,0.807,0.268
0.907,0.871,0.219,0.695,0.529,0.692,0.798,0.349
0.892,0.918,0.221,0.714,0.63,0.707,0.802,0.409
0.88,0.955,0.216,0.66,0.64,0.678,0.787,0.469
0.875,0.932,0.245,0.623,0.605,0.658,0.79,0.532
0.837,0.928,0.365,0.588,0.561,0.634,0.829,0.566
0.829,0.924,0.529,0.538,0.523,0.607,0.859,0.581
0.831,0.894,0.618,0.498,0.483,0.591,0.84,0.606
0.837,0.825,0.601,0.476,0.444,0.57,0.817,0.622
0.84,0.813,0.603,0.47,0.412,0.553,0.842,0.641
0.852,0.855,0.563,0.47,0.397,0.524,0.866,0.653
0.854,0.81,0.583,0.449,0.414,0.498,0.862,0.676
0.853,0.727,0.627,0.315,0.439,0.48,0.852,0.661
0.84,0.632,0.638,0.214,0.366,0.415,0.833,0.607
0.883,0.59,0.58,0.337,0.254,0.399,0.864,0.568
0.893,0.593,0.498,0.387,0.218,0.452,0.888,0.52
0.882,0.641,0.442,0.445,0.134,0.417,0.906,0.448
0.869,0.694,0.433,0.504,0.085,0.373,0.917,0.377
0.862,0.713,0.439,0.52,0.058,0.36,0.918,0.322
0.858,0.69,0.435,0.479,0.036,0.373,0.918,0.312
0.862,0.635,0.41,0.451,0.019,0.407,0.917,0.346
0.867,0.555,0.37,0.446,0.015,0.446,0.911,0.422
0.864,0.466,0.336,0.454,0.014,0.488,0.897,0.513
0.85,0.366,0.299,0.434,0.019,0.525,0.862,0.606
0.835,0.292,0.26,0.358,0.027,0.554,0.822,0.689
0.842,0.294,0.258,0.319,0.044,0.615,0.811,0.735
0.843,0.347,0.29,0.352,0.069,0.66,0.82,0.722
0.816,0.413,0.319,0.401,0.105,0.664,0.839,0.687
0.736,0.445,0.34,0.435,0.157,0.644,0.863,0.652
0.674,0.441,0.341,0.438,0.237,0.622,0.866,0.645
0.643,0.42,0.345,0.403,0.341,0.596,0.872,0.638
0.619,0.396,0.323,0.354,0.404,0.547,0.888,0.657
0.618,0.341,0.289,0.305,0.419,0.481,0.888,0.607
0.634,0.266,0.262,0.257,0.425,0.444,0.868,0.585
0.649,0.2,0.254,0.208,0.464,0.434,0.832,0.583
0.665,0.166,0.246,0.177,0.501,0.434,0.797,0.575
0.672,0.157,0.221,0.181,0.516,0.435,0.76,0.571
0.651,0.152,0.178,0.203,0.479,0.366,0.708,0.604
0.714,0.119,0.118,0.204,0.439,0.354,0.718,0.668
0.714,0.129,0.129,0.201,0.592,0.379,0.727,0.71
0.673,0.184,0.14,0.208,0.575,0.358,0.653,0.708
0.653,0.232,0.129,0.223,0.454,0.329,0.55,0.689
0.66,0.241,0.117,0.244,0.316,0.324,0.457,0.679
0.681,0.219,0.1,0.25,0.227,0.349,0.396,0.665
0.722,0.183,0.085,0.241,0.177,0.403,0.358,0.627
0.774,0.159,0.088,0.224,0.151,0.457,0.324,0.586
0.819,0.154,0.09,0.226,0.167,0.51,0.276,0.6
0.827,0.149,0.087,0.23,0.214,0.536,0.213,0.647
0.768,0.138,0.074,0.241,0.247,0.539,0.117,0.702
0.712,0.152,0.063,0.26,0.357,0.566,0.057,0.721
0.668,0.178,0.057,0.285,0.505,0.58,0.066,0.679
0.59,0.189,0.046,0.306,0.635,0.563,0.198,0.591
0.502,0.192,0.031,0.319,0.698,0.525,0.34,0.539
0.415,0.197,0.02,0.316,0.714,0.505,0.446,0.466
0.337,0.206,0.019,0.287,0.707,0.486,0.533,0.447
0.309,0.207,0.034,0.25,0.695,0.457,0.572,0.463
0.277,0.174,0.05,0.228,0.691,0.429,0.561,0.513
0.23,0.142,0.063,0.221,0.675,0.405,0.582,0.572
0.216,0.14,0.063,0.192,0.665,0.392,0.589,0.645
0.221,0.162,0.052,0.153,0.668,0.38,0.562,0.669
0.223,0.185,0.042,0.117,0.659,0.348,0.526,0.649
0.166,0.164,0.038,0.085,0.605,0.324,0.454,0.61
0.173,0.107,0.031,0.058,0.551,0.361,0.323,0.643
0.216,0.083,0.027,0.044,0.568,0.363,0.226,0.704
0.274,0.07,0.038,0.032,0.566,0.304,0.19,0.723
0.352,0.053,0.044,0.032,0.561,0.261,0.151,0.701
0.458,0.036,0.045,0.039,0.58,0.262,0.115,0.669
0.566,0.027,0.04,0.046,0.554,0.311,0.088,0.647
0.676,0.03,0.032,0.049,0.508,0.376,0.107,0.641
0.766,0.047,0.022,0.047,0.444,0.28,0.104,0.64
0.808,0.076,0.013,0.039,0.378,0.261,0.096,0.63
0.798,0.11,0.01,0.029,0.407,0.447,0.082,0.603
0.723,0.154,0.011,0.023,0.466,0.526,0.068,0.56
0.622,0.212,0.015,0.024,0.575,0.527,0.041,0.516
0.523,0.252,0.021,0.032,0.665,0.568,0.025,0.461
0.435,0.268,0.026,0.049,0.709,0.545,0.054,0.395
0.332,0.266,0.028,0.065,0.679,0.56,0.13,0.334
0.279,0.263,0.026,0.075,0.674,0.599,0.254,0.289
0.287,0.267,0.02,0.077,0.723,0.581,0.383,0.261
0.261,0.267,0.014,0.071,0.782,0.546,0.467,0.249
0.237,0.26,0.01,0.061,0.842,0.526,0.516,0.257
0.228,0.241,0.011,0.049,0.861,0.547,0.542,0.28
0.237,0.228,0.015,0.039,0.873,0.58,0.51,0.334
0.25,0.229,0.017,0.033,0.861,0.604,0.451,0.373
0.27,0.245,0.017,0.03,0.838,0.599,0.411,0.377
0.249,0.231,0.014,0.031,0.815,0.535,0.353,0.319
0.245,0.174,0.008,0.037,0.816,0.528,0.29,0.278
0.218,0.153,0.005,0.056,0.863,0.684,0.241,0.304
0.224,0.199,0.007,0.079,0.889,0.729,0.175,0.337
0.275,0.193,0.009,0.096,0.9,0.752,0.103,0.369
0.376,0.149,0.011,0.102,0.898,0.765,0.071,0.395
0.502,0.107,0.012,0.104,0.88,0.766,0.067,0.403
0.602,0.093,0.016,0.115,0.839,0.76,0.079,0.395
0.679,0.113,0.028,0.14,0.746,0.758,0.111,0.403
0.739,0.171,0.048,0.182,0.618,0.753,0.164,0.395
0.761,0.254,0.092,0.245,0.473,0.698,0.239,0.357
0.746,0.345,0.142,0.312,0.292,0.671,0.352,0.324
0.712,0.454,0.169,0.361,0.211,0.679,0.533,0.29
0.652,0.529,0.163,0.37,0.151,0.699,0.684,0.252
0.589,0.555,0.147,0.352,0.151,0.668,0.796,0.207
0.554,0.554,0.133,0.34,0.241,0.618,0.862,0.174
0.571,0.542,0.12,0.34,0.439,0.579,0.901,0.147
0.551,0.528,0.104,0.34,0.607,0.55,0.901,0.123
0.361,0.482,0.083,0.331,0.677,0.509,0.905,0.102
0.227,0.417,0.066,0.31,0.705,0.446,0.912,0.082
0.168,0.352,0.061,0.29,0.687,0.361,0.91,0.061
0.069,0.311,0.074,0.274,0.657,0.258,0.9,0.038
0.013,0.288,0.092,0.262,0.615,0.163,0.89,0.026
0.015,0.267,0.109,0.263,0.546,0.1,0.874,0.024
0.03,0.214,0.109,0.261,0.423,0.082,0.829,0.029
0.055,0.151,0.082,0.268,0.316,0.082,0.788,0.03
0.114,0.137,0.072,0.285,0.243,0.109,0.687,0.032
0.171,0.216,0.106,0.304,0.204,0.12,0.57,0.038
0.159,0.292,0.128,0.3,0.205,0.125,0.441,0.05
0.102,0.346,0.144,0.285,0.247,0.163,0.335,0.071
0.049,0.38,0.166,0.276,0.312,0.232,0.237,0.105
0.017,0.404,0.187,0.276,0.345,0.307,0.175,0.141
0.012,0.426,0.201,0.287,0.328,0.338,0.163,0.156
0.034,0.426,0.223,0.306,0.269,0.316,0.254,0.139
0.094,0.415,0.257,0.325,0.188,0.273,0.451,0.124
0.205,0.417,0.304,0.362,0.118,0.235,0.639,0.129
0.308,0.486,0.388,0.441,0.08,0.23,0.775,0.108
0.306,0.554,0.46,0.52,0.045,0.225,0.869,0.061
0.241,0.593,0.447,0.557,0.033,0.21,0.883,0.034
0.151,0.612,0.376,0.542,0.041,0.201,0.832,0.051
0.081,0.601,0.307,0.491,0.114,0.207,0.66,0.139
0.05,0.556,0.273,0.441,0.247,0.221,0.713,0.299
0.057,0.497,0.28,0.396,0.392,0.223,0.916,0.636
0.094,0.441,0.31,0.366,0.549,0.199,0.925,0.831
0.157,0.41,0.336,0.358,0.651,0.132,0.915,0.882
0.251,0.385,0.349,0.349,0.671,0.08,0.869,0.884
0.352,0.358,0.351,0.34,0.692,0.065,0.794,0.862
0.419,0.337,0.338,0.331,0.724,0.069,0.687,0.841
0.441,0.266,0.26,0.27,0.721,0.083,0.547,0.841
0.513,0.164,0.161,0.201,0.684,0.095,0.513,0.825
0.58,0.109,0.14,0.226,0.704,0.097,0.432,0.798
0.637,0.082,0.141,0.233,0.811,0.09,0.349,0.765
0.677,0.049,0.111,0.226,0.851,0.068,0.268,0.724
0.702,0.037,0.074,0.231,0.857,0.042,0.228,0.68
0.721,0.048,0.048,0.245,0.843,0.033,0.203,0.632
0.737,0.086,0.039,0.249,0.812,0.052,0.182,0.578
0.742,0.165,0.053,0.251,0.784,0.099,0.155,0.534
0.73,0.276,0.086,0.26,0.773,0.183,0.123,0.516
0.691,0.377,0.132,0.261,0.761,0.29,0.105,0.478
0.627,0.433,0.191,0.29,0.727,0.41,0.118,0.38
0.543,0.464,0.238,0.374,0.75,0.582,0.151,0.301
0.486,0.492,0.305,0.462,0.802,0.696,0.156,0.239
0.439,0.516,0.325,0.508,0.814,0.716,0.148,0.208
0.412,0.535,0.314,0.522,0.796,0.692,0.121,0.204
0.415,0.55,0.291,0.532,0.77,0.665,0.087,0.205
0.44,0.554,0.27,0.54,0.753,0.643,0.066,0.197
0.47,0.52,0.26,0.537,0.77,0.627,0.05,0.181
0.491,0.454,0.274,0.508,0.754,0.603,0.036,0.161
0.479,0.393,0.295,0.457,0.735,0.568,0.03,0.146
0.473,0.358,0.294,0.39,0.683,0.537,0.045,0.136
0.464,0.348,0.281,0.328,0.61,0.544,0.075,0.126
0.454,0.336,0.266,0.275,0.62,0.543,0.095,0.106
0.452,0.285,0.221,0.183,0.571,0.486,0.082,0.089
0.447,0.239,0.179,0.108,0.483,0.39,0.067,0.067
0.481,0.198,0.147,0.074,0.491,0.376,0.041,0.036
0.531,0.161,0.118,0.062,0.47,0.417,0.024,0.023
0.578,0.129,0.098,0.043,0.421,0.503,0.024,0.027
0.617,0.109,0.089,0.028,0.346,0.57,0.032,0.038
0.632,0.112,0.087,0.017,0.275,0.609,0.045,0.056
0.641,0.141,0.094,0.011,0.216,0.635,0.057,0.08
0.653,0.197,0.11,0.01,0.172,0.658,0.067,0.105
0.639,0.279,0.137,0.015,0.126,0.66,0.08,0.119
0.555,0.379,0.164,0.026,0.088,0.634,0.105,0.115
0.383,0.459,0.177,0.042,0.071,0.682,0.176,0.107
0.289,0.494,0.177,0.058,0.067,0.761,0.267,0.1
0.27,0.508,0.193,0.062,0.09,0.794,0.305,0.106
0.294,0.509,0.207,0.056,0.117,0.769,0.291,0.13
0.322,0.508,0.232,0.046,0.107,0.724,0.257,0.157
0.324,0.488,0.266,0.037,0.061,0.67,0.223,0.175
0.296,0.453,0.295,0.031,0.082,0.61,0.176,0.183
0.266,0.422,0.31,0.032,0.152,0.561,0.145,0.193
0.266,0.41,0.309,0.04,0.233,0.535,0.158,0.197
0.291,0.415,0.301,0.05,0.296,0.529,0.174,0.193
0.325,0.417,0.296,0.059,0.333,0.544,0.188,0.174
0.354,0.419,0.296,0.065,0.365,0.554,0.199,0.155
0.395,0.426,0.292,0.067,0.385,0.535,0.197,0.154
0.392,0.398,0.257,0.062,0.372,0.421,0.139,0.162
0.465,0.385,0.231,0.06,0.298,0.284,0.093,0.187
0.585,0.37,0.196,0.059,0.236,0.266,0.071,0.205
0.64,0.334,0.179,0.053,0.216,0.331,0.061,0.23
0.651,0.319,0.179,0.042,0.211,0.392,0.082,0.27
0.653,0.322,0.196,0.034,0.202,0.391,0.117,0.313
0.64,0.33,0.22,0.038,0.178,0.381,0.145,0.354
0.604,0.343,0.253,0.066,0.141,0.381,0.174,0.382
0.555,0.397,0.287,0.128,0.098,0.399,0.211,0.395
0.52,0.464,0.307,0.239,0.065,0.451,0.264,0.376
0.465,0.516,0.307,0.361,0.053,0.535,0.323,0.322
0.319,0.559,0.287,0.451,0.063,0.659,0.38,0.245
0.247,0.595,0.256,0.519,0.117,0.74,0.392,0.172
0.223,0.624,0.256,0.555,0.274,0.746,0.349,0.116
0.189,0.66,0.264,0.556,0.464,0.695,0.274,0.1
0.187,0.703,0.302,0.553,0.574,0.646,0.189,0.105
0.206,0.752,0.34,0.542,0.603,0.61,0.094,0.109
0.229,0.792,0.38,0.522,0.601,0.576,0.038,0.115
0.257,0.805,0.404,0.496,0.589,0.55,0.049,0.129
0.299,0.808,0.395,0.476,0.558,0.55,0.073,0.153
0.346,0.8,0.37,0.469,0.516,0.535,0.093,0.174
0.342,0.79,0.328,0.467,0.494,0.523,0.173,0.179
0.301,0.81,0.293,0.457,0.486,0.493,0.315,0.228
0.29,0.796,0.281,0.419,0.485,0.457,0.461,0.337
0.25,0.784,0.268,0.352,0.458,0.361,0.537,0.395
0.266,0.77,0.277,0.343,0.447,0.27,0.672,0.419
0.364,0.737,0.312,0.382,0.478,0.241,0.773,0.49
0.435,0.668,0.328,0.468,0.523,0.27,0.817,0.602
0.466,0.578,0.328,0.517,0.57,0.325,0.813,0.664
0.479,0.477,0.322,0.523,0.578,0.388,0.812,0.629
0.483,0.384,0.313,0.523,0.559,0.437,0.724,0.448
0.467,0.31,0.299,0.526,0.532,0.476,0.671,0.19
0.449,0.261,0.284,0.532,0.522,0.519,0.675,0.218
0.43,0.233,0.279,0.524,0.508,0.56,0.695,0.473
0.354,0.223,0.278,0.506,0.447,0.587,0.683,0.718
0.19,0.229,0.265,0.519,0.404,0.651,0.639,0.814
0.092,0.249,0.248,0.555,0.387,0.718,0.621,0.8
0.055,0.268,0.245,0.568,0.392,0.738,0.597,0.746
0.039,0.288,0.215,0.552,0.464,0.697,0.624,0.679
0.032,0.294,0.181,0.539,0.597,0.627,0.613,0.584
0.02,0.294,0.148,0.532,0.679,0.566,0.609,0.491
0.033,0.281,0.112,0.52,0.685,0.52,0.591,0.525
0.143,0.262,0.082,0.498,0.653,0.482,0.527,0.542
0.382,0.245,0.06,0.461,0.607,0.444,0.533,0.574
0.594,0.224,0.039,0.421,0.565,0.404,0.56,0.619
0.711,0.174,0.026,0.389,0.534,0.37,0.607,0.671
0.753,0.113,0.017,0.365,0.51,0.329,0.679,0.666
0.753,0.077,0.013,0.333,0.476,0.289,0.707,0.644
0.697,0.064,0.01,0.296,0.376,0.202,0.63,0.643
0.596,0.063,0.009,0.293,0.273,0.131,0.553,0.422
0.617,0.073,0.01,0.334,0.214,0.116,0.542,0.214
0.647,0.097,0.012,0.401,0.171,0.148,0.509,0.128
0.371,0.102,0.019,0.441,0.142,0.188,0.572,0.224
0.435,0.086,0.033,0.463,0.101,0.197,0.632,0.413
0.571,0.059,0.054,0.498,0.066,0.189,0.598,0.538
0.58,0.037,0.082,0.567,0.052,0.188,0.55,0.482
0.542,0.032,0.112,0.641,0.054,0.201,0.448,0.343
0.454,0.049,0.151,0.691,0.06,0.237,0.254,0.202
0.336,0.1,0.214,0.691,0.066,0.282,0.126,0.123
0.279,0.173,0.305,0.683,0.079,0.324,0.119,0.151
0.352,0.229,0.433,0.708,0.11,0.399,0.135,0.253
0.445,0.22,0.55,0.724,0.129,0.479,0.109,0.4
0.473,0.171,0.58,0.714,0.126,0.523,0.064,0.513
0.539,0.129,0.571,0.707,0.104,0.523,0.048,0.52
0.622,0.085,0.533,0.668,0.074,0.503,0.141,0.532
0.683,0.041,0.527,0.62,0.073,0.464,0.239,0.578
0.671,0.015,0.503,0.61,0.105,0.421,0.261,0.601
0.644,0.019,0.471,0.598,0.138,0.393,0.243,0.544
0.657,0.048,0.439,0.573,0.151,0.381,0.198,0.387
0.784,0.076,0.408,0.562,0.141,0.393,0.147,0.272
0.816,0.084,0.385,0.573,0.123,0.429,0.123,0.224
0.779,0.09,0.366,0.559,0.112,0.453,0.125,0.345
0.694,0.103,0.34,0.544,0.097,0.407,0.122,0.441
0.731,0.12,0.312,0.553,0.082,0.278,0.092,0.397
0.84,0.159,0.316,0.58,0.114,0.184,0.085,0.417
0.897,0.201,0.349,0.591,0.244,0.151,0.115,0.55
0.904,0.228,0.386,0.602,0.419,0.126,0.175,0.663
0.878,0.223,0.433,0.617,0.603,0.092,0.245,0.684
0.843,0.195,0.484,0.633,0.742,0.055,0.324,0.663
0.802,0.168,0.536,0.66,0.814,0.028,0.389,0.63
0.752,0.14,0.587,0.689,0.831,0.013,0.435,0.595
0.679,0.114,0.618,0.684,0.859,0.007,0.483,0.539
0.556,0.098,0.646,0.669,0.869,0.028,0.535,0.482
0.481,0.117,0.7,0.673,0.86,0.098,0.56,0.395
0.557,0.185,0.742,0.692,0.831,0.246,0.575,0.382
